law_code	law_name	book	section	chapter	article_number	text
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل اول- اقسام و تعاریف جنایات	291	ماده 291- جنایت در موارد زیر شبه‌عمدی محسوب می‌شود: الف- هرگاه مرتکب نسبت به مجنیٌ‌علیه قصد رفتاری را داشته لکن قصد جنایت واقع شده یا نظیر آن را نداشته باشد و از مواردی که مشمول تعریف جنایات عمدی می‌گردد، نباشد. ب- هرگاه مرتکب، جهل به موضوع داشته باشد مانند آنکه جنایتی را با اعتقاد به اینکه موضوع رفتار وی شیء یا حیوان و یا افراد مشمول ماده (302) این قانون است به مجنیٌ‌علیه وارد کند، سپس خلاف آن معلوم گردد. پ- هرگاه جنایت به سبب تقصیر مرتکب واقع شود، مشروط بر اینکه جنایت واقع شده مشمول تعریف جنایت عمدی نباشد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل اول- اقسام و تعاریف جنایات	292	ماده 292- جنایت در موارد زیر خطای محض محسوب می‌شود: الف- در حال خواب و بیهوشی و مانند آنها واقع شود. ب- به وسیله صغیر و مجنون ارتکاب یابد. پ- جنایتی که در آن مرتکب نه قصد جنایت بر مجنیٌ‌علیه را داشته باشد و نه قصد ایراد فعل واقع شده بر او را، مانند آنکه تیری به قصد شکار رها کند و به فردی برخورد نماید. تبصره- در مورد بندهای (الف) و (پ) هرگاه مرتکب آگاه و متوجه باشد که اقدام او نوعاً موجب جنایت بر دیگری می‌گردد، جنایت عمدی محسوب می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل اول- اقسام و تعاریف جنایات	293	ماده 293- هرگاه فردی مرتکب جنایت عمدی گردد لکن نتیجه رفتار ارتکابی، بیشتر از مقصود وی واقع شود، چنانچه جنایت واقع شده، مشمول تعریف جنایات عمدی نشود، نسبت به جنایت کمتر، عمدی و نسبت به جنایت بیشتر، شبه‌عمدی محسوب می‌شود، مانند آنکه انگشت کسی را قطع کند و به سبب آن دست وی قطع شود و یا فوت کند که نسبت به قطع انگشت عمدی و نسبت به قطع دست و یا فوت شبه‌عمدی است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل اول- اقسام و تعاریف جنایات	294	ماده 294- اگر کسی به علت اشتباه در هویت، مرتکب جنایتی بر دیگری شود در صورتی که مجنیٌ‌علیه و فرد مورد نظر هردو مشمول ماده (302) این قانون نباشند، جنایت عمدی محسوب می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل اول- اقسام و تعاریف جنایات	295	ماده 295- هرگاه کسی فعلی که انجام آن را بر عهده گرفته یا وظیفه خاصی را که قانون بر عهده او گذاشته است، ترک کند و به سبب آن، جنایتی واقع شود، چنانچه توانایی انجام آن فعل را داشته باشد جنایت حاصل به او مستند می‌شود و حسب مورد عمدی، شبه‌عمدی، یا خطای محض است، مانند این که مادر یا دایه‌ای که شیردادن را بر عهده گرفته است، کودک را شیر ندهد یا پزشک یا پرستار وظیفه قانونی خود را ترک کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل دوم- تداخل جنایات	296	ماده 296- اگر کسی، عمداً جنایتی را بر عضو فردی وارد سازد و او به سبب سرایت جنایت فوت کند، چنانچه جنایت واقع شده مشمول تعریف جنایات عمدی باشد، قتل عمدی محسوب می‌شود، در غیر این صورت، قتل شبه‌عمدی است و مرتکب علاوه بر قصاص عضو به پرداخت دیه نفس نیز محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل دوم- تداخل جنایات	297	ماده 297- اگر مرتکب با یک ضربه عمدی، موجب جنایتی بر عضو شود که منجر به قتل مجنیٌ‌علیه گردد، چنانچه جنایت واقع شده مشمول تعریف جنایات عمدی باشد، قتل عمدی محسوب می‌شود و به علت نقص عضو یا جراحتی که سبب قتل شده است به قصاص یا دیه محکوم نمی‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل دوم- تداخل جنایات	298	ماده 298- اگر کسی با یک ضربه عمدی، موجب جنایات متعدد بر اعضای مجنیٌ‌علیه شود، چنانچه همه آنها به طور مشترک موجب قتل او شود و قتل نیز مشمول تعریف جنایات عمدی باشد فقط به قصاص نفس محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل دوم- تداخل جنایات	299	ماده 299- اگر کسی با ضربه‌های متعدد عمدی، موجب جنایات متعدد و قتل مجنیٌ‌علیه شود و قتل نیز مشمول تعریف جنایات عمدی باشد، چنانچه برخی از جنایت ها موجب قتل شود و برخی در وقوع قتل نقشی نداشته باشند، مرتکب علاوه بر قصاص نفس، حسب مورد، به قصاص عضو یا دیه جنایت هایی که تأثیری در قتل نداشته است، محکوم می‌شود. لکن اگر قتل به وسیله مجموع جنایات پدید آید، در صورتی که ضربات به صورت متوالی وارد شده باشد در حکم یک ضربه است. در غیر این صورت به قصاص یا دیه عضوی که جنایت بر آن، متصل به فوت نبوده است نیز محکوم می‌گردد. تبصره- احکام مقرر در مواد (296)، (297)، (298) و (299) در مواردی که جنایت یا جنایات ارتکابی به قسمت بیشتری از همان عضو یا اعضای دیگر مجنیٌ‌علیه سرایت کند نیز جاری است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل دوم- تداخل جنایات	300	ماده 300- اگر مجنیٌ‌علیه به تصور این که جنایت وارده بر او به قتل منجر نمی‌شود و یا اگر به قتل منجر شود قتل، عمدی محسوب نمی‌شود، قصاص کند یا گذشت یا مصالحه بر دیه یا غیر آن نماید و بعد از آن، جنایت واقع شده، به نفس سرایت کند و به فوت مجنیٌ‌علیه منجر شود، هرگاه قتل مشمول تعریف جنایات عمدی باشد، قاتل به قصاص نفس محکوم می‌شود و چنانچه عضو مرتکب، قصاص شده یا با او مصالحه شده باشد، ولی دم باید قبل از قصاص نفس، دیه عضو قصاص شده یا وجه المصالحه را به وی بپردازد؛ لکن اگر جنایت مشمول تعریف جنایات عمدی نگردد، به پرداخت دیه نفس، بدون احتساب دیه عضو قصاص شده یا وجه المصالحه اخذ شده، محکوم می‌شود. مفاد این ماده، در موردی که جنایت ارتکابی به قسمت بیشتری از همان عضوِ مورد جنایت سرایت کند نیز جاری است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	301	ماده 301- قصاص در صورتی ثابت می‌شود که مرتکب، پدر یا از اجداد پدری مجنیٌ‌علیه نباشد و مجنیٌ‌علیه، عاقل و در دین با مرتکب مساوی باشد. تبصره- چنانچه مجنیٌ‌علیه مسلمان باشد، مسلمان نبودن مرتکب، مانع قصاص نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	302	ماده 302- در صورتی که مجنیٌ‌علیه دارای یکی از حالات زیر باشد، مرتکب به قصاص و پرداخت دیه، محکوم نمی‌‌شود: الف- مرتکب جرم حدی که مستوجب سلب حیات است. ب- مرتکب جرم حدی که مستوجب قطع عضو است، مشروط بر اینکه جنایت وارد شده، بیش از مجازات حدی او نباشد، در غیر این صورت، مقدار اضافه بر حد، حسب مورد، دارای قصاص و یا دیه و تعزیر است. پ- مستحق قصاص نفس یا عضو، فقط نسبت به صاحب حق قصاص و به مقدار آن قصاص نمی‌شود. ت- متجاوز و کسی که تجاوز او قریب الوقوع است و در دفاع مشروع به شرح مقرر در ماده (156) این قانون جنایتی بر او وارد شود. ث- زانی و زانیه در حال زنا نسبت به شوهر زانیه در غیر موارد اکراه و اضطرار به شرحی که در قانون مقرر است. تبصره 1- اقدام در مورد بندهای (الف)، (ب) و (پ) این ماده بدون اجازه دادگاه جرم است و مرتکب به تعزیر مقرر در کتاب پنجم «تعزیرات» محکوم می‌شود. تبصره 2- در مورد بند (ت) چنانچه نفس دفاع صدق کند ولی از مراتب آن تجاوز شود قصاص منتفی است، لکن مرتکب به شرح مقرر در قانون به دیه و مجازات تعزیری محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	303	ماده 303- هرگاه مرتکب، مدعی باشد که مجنیٌ‌علیه، حسب مورد در نفس یا عضو، مشمول ماده (302) این قانون است یا وی با چنین اعتقادی، مرتکب جنایت بر او شده است این ادعا باید طبق موازین در دادگاه ثابت شود و دادگاه موظف است نخست به ادعای مذکور رسیدگی کند. اگر ثابت نشود که مجنیٌ‌علیه مشمول ماده (302) است و نیز ثابت نشود که مرتکب بر اساس چنین اعتقادی، مرتکب جنایت شده است مرتکب به قصاص محکوم می‌شود ولی اگر ثابت شود که به اشتباه با چنین اعتقادی، دست به جنایت زده و مجنیٌ‌علیه نیز موضوع ماده (302) نباشد مرتکب علاوه بر پرداخت دیه به مجازات مقرر در کتاب پنجم «تعزیرات» محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	304	ماده 304- جنایت عمدی نسبت به نابالغ، موجب قصاص است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	305	ماده 305- مرتکب جنایت عمدی نسبت به مجنون علاوه بر پرداخت دیه به تعزیر مقرر در کتاب پنجم «تعزیرات» نیز محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	306	ماده 306- جنایت عمدی بر جنین، هر چند پس از حلول روح باشد، موجب قصاص نیست. در این صورت مرتکب علاوه بر پرداخت دیه به مجازات تعزیری مقرر در کتاب پنجم «تعزیرات» محکوم می‌شود. تبصره- اگر جنینی زنده متولد شود و دارای قابلیت ادامه حیات باشد و جنایت قبل از تولد، منجر به نقص یا مرگ او پس از تولد شود و یا نقص او بعد از تولد باقی بماند قصاص ثابت است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	307	ماده 307- ارتکاب جنایت در حال مستی و عدم تعادل روانی در اثر مصرف موادمخدر، روان گردان و مانند آنها، موجب قصاص است مگر اینکه ثابت شود بر اثر مستی و عدم تعادل روانی، مرتکب به کلی مسلوب الاختیار بوده است که در این صورت، علاوه بر دیه به مجازات تعزیری مقرر در کتاب پنجم «تعزیرات» محکوم می‌شود. لکن اگر ثابت شود که مرتکب قبلاً خود را برای چنین عملی مست کرده و یا علم داشته است که مستی و عدم تعادل روانی وی ولو نوعاً موجب ارتکاب آن جنایت یا نظیر آن از جانب او می‌شود، جنایت، عمدی محسوب می‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	308	ماده 308- اگر پس از تحقیق و بررسی به وسیله مقام قضایی، در بالغ یا عاقل بودن مرتکب، هنگام ارتکاب جنایت، تردید وجود داشته باشد و ولی دم یا مجنیٌ‌علیه ادعاء کند که جنایت عمدی در حال بلوغ وی یا افاقه او از جنون سابقش انجام گرفته است لکن مرتکب خلاف آن را ادعاء کند، ولی دم یا مجنیٌ‌علیه باید برای ادعاء خود بینه اقامه کند. در صورت عدم اقامه بینه، قصاص منتفی است. اگر حالت سابق بر زمان جنایت، افاقه مرتکب بوده است، مرتکب باید جنون خود در حال ارتکاب جرم را اثبات کند تا قصاص ساقط شود؛ در غیر این صورت با سوگند ولی دم یا مجنیٌ‌علیه یا ولی او قصاص ثابت می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	309	ماده 309- این ادعاء که مرتکب، پدر یا یکی از اجداد پدری مجنیٌ‌علیه است، باید در دادگاه ثابت شود و در صورت عدم اثبات، حق قصاص، حسب مورد، با سوگند ولی دم یا مجنیٌ‌علیه یا ولی او ثابت می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	310	ماده 310- هرگاه غیرِمسلمان، مرتکب جنایت عمدی بر مسلمان، ذمی، مستأمن یا معاهد شود، حق قصاص ثابت است. در این امر، تفاوتی میان ادیان، فرقه ها و گرایش‌های فکری نیست. اگر مسلمان، ذمی، مستأمن یا معاهد، بر غیرِمسلمانی که ذمی، مستأمن و معاهد نیست جنایتی وارد کند، قصاص نمی‌شود. در این صورت مرتکب به مجازات تعزیری مقرر در کتاب پنجم «تعزیرات» محکوم می‌شود. تبصره 1- غیرمسلمانانی که ذمی، مستأمن و معاهد نیستند و تابعیت ایران را دارند یا تابعیت کشورهای خارجی را دارند و با رعایت قوانین و مقررات وارد کشور شده‌اند، در حکم مستأمن می‌باشند. تبصره 2- اگر مجنیٌ‌علیه غیرمسلمان باشد و مرتکب پیش از اجرای قصاص، مسلمان شود، قصاص ساقط و علاوه بر پرداخت دیه به مجازات تعزیری مقرر در کتاب پنجم «تعزیرات»، محکوم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل سوم- شرایط عمومی قصاص	311	ماده 311- اگر پس از تحقیق و بررسی به وسیله مقام قضایی، در مسلمان بودن مجنیٌ‌علیه، هنگام ارتکاب جنایت، تردید وجود داشته و حالت او پیش از جنایت، عدم اسلام باشد و ولی دم یا مجنیٌ‌علیه ادعاء کند که جنایت عمدی در حال اسلام او انجام شده است و مرتکب ادعاء کند که ارتکاب جنایت، پیش از اسلام آوردن وی بوده است، ادعای ولی‌ دم یا مجنیٌ‌علیه باید ثابت شود و در صورت عدم اثبات، قصاص منتفی است و مرتکب به پرداخت دیه و مجازات تعزیری مقرر در کتاب پنجم «تعزیرات» محکوم می‌‌شود. اگر حالت پیش از زمان جنایت، اسلام او بوده است، وقوع جنایت در حالت عدم اسلام مجنیٌ‌علیه باید اثبات شود تا قصاص ساقط گردد و در صورت عدم اثبات، حسب مورد با سوگند ولی دم یا مجنیٌ‌علیه یا ولی‌ او قصاص ثابت می‌‌شود. حکم این ماده در صورتی که در مجنون بودن مجنیٌ‌علیه تردید وجود داشته باشد نیز جاری است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	312	ماده 312- جنایات علاوه بر طرق مقرر در کتاب اول «کلیات» این قانون از طریق قسامه نیز ثابت می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	313	ماده 313- قسامه عبارت از سوگند هایی است که در صورت فقدان ادله دیگر غیر از سوگند منکر و وجود لوث، شاکی برای اثبات جنایت عمدی یا غیرعمدی یا خصوصیات آن و متهم برای دفع اتهام از خود اقامه می‌کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	314	ماده 314- لوث عبارت از وجود قرائن و اماراتی است که موجب ظن قاضی به ارتکاب جنایت یا نحوه ارتکاب از جانب متهم می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	315	ماده 315- فقدان قرائن و امارات موجب ظن و صرف حضور فرد در محل وقوع جنایت، از مصادیق لوث محسوب نمی‌شود و او با ادای یک سوگند، تبرئه می‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	316	ماده 316- مقام قضایی موظف است در صورت استناد به قسامه، قرائن و امارات موجب لوث را در حکم خود ذکر کند. مواردی که سوگند یا قسامه، توسط قاضی رد می‌شود، مشمول این حکم است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	317	ماده 317- در صورت حصول لوث، نخست از متهم، مطالبه دلیل بر نفی اتهام می‌‌شود. اگر دلیلی ارائه شود، نوبت به قسامه شاکی نمی‌‌رسد و متهم تبرئه می‌‌گردد. در غیر این صورت با ثبوت لوث، شاکی می‌‌تواند اقامه قسامه کند یا از متهم درخواست قسامه نماید.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	318	ماده 318- اگر شاکی اقامه قسامه نکند و از مطالبه قسامه از متهم نیز خودداری ورزد، متهم در جنایات عمدی، با تأمین مناسب و در جنایات غیر‌عمدی، بدون تأمین آزاد می‌شود لکن حق اقامه قسامه یا مطالبه آن برای شاکی باقی می‌ماند. تبصره- در مواردی که تأمین گرفته می‌شود، حداکثر سه ماه به شاکی فرصت داده می‌شود تا اقامه قسامه نماید یا از متهم مطالبه قسامه کند و پس از پایان مهلت از تأمین أخذ شده رفع اثر می‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	319	ماده 319- اگر شاکی از متهم درخواست قسامه کند و وی حاضر به قسامه نشود به پرداخت دیه محکوم می‌شود و اگر اقامه قسامه کند، تبرئه می‌گردد و شاکی حق ندارد برای بار دیگر، با قسامه یا بینه، دعوی را علیه او تجدید کند. در این مورد متهم نمی‌تواند قسامه را به شاکی رد نماید.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	320	ماده 320- اقامه قسامه یا مطالبه آن از متهم، باید حسب مورد، توسط صاحب حق قصاص یا دیه، یا ولی یا وکیل آنها باشد. همچنین است اقامه قسامه برای برائت متهم که حسب مورد به وسیله متهم، ولی یا وکیل آنها صورت می‌‌گیرد. اتیان سوگند به وسیله افراد قابل توکیل نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	321	ماده 321- اگر مجنیٌ‌علیه یا ولی دم فوت کند هر یک از وارثان متوفی، بدون نیاز به توافق دیگر ورثه متوفی یا دیگر اولیای ‌دم‌، حق مطالبه یا اقامه قسامه را دارند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	322	ماده 322- اگر برخی از ورثه، اصل اتهام یا برخی خصوصیات آن را از متهم نفی کنند، حق دیگران با وجود لوث، برای اقامه قسامه محفوظ است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	323	ماده 323- اگر چند نفر، متهم به شرکت در یک جنایت باشند و لوث علیه همه آنان باشد، اقامه یک قسامه برای اثبات شرکت آنان در ارتکاب جنایت، کافی است و لزومی به اقامه قسامه برای هر یک نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	324	ماده 324- اگر شاکی ادعاء کند که تنها یک شخص معین از دو یا چند نفر، مجرم است و قسامه بر شرکت در جنایت اقامه شود، شاکی نمی‌تواند غیر از آن یک نفر را قصاص کند و چنانچه دیه قصاص شونده بیش از سهم دیه جنایت او باشد شریک یا شرکای دیگر باید مازاد دیه مذکور را به قصاص شونده بپردازند. رجوع شاکی از اقرارِ به انفراد مرتکب، پس از اقامه قسامه مسموع نیست.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	325	ماده 325- اگر برخی از صاحبان حق قصاص یا دیه از متهم درخواست قسامه کنند، قسامه متهم فقط حق مطالبه کنندگان را ساقط می‌کند و حق دیگران برای اثبات ادعایشان محفوظ است و اگر بتوانند موجب قصاص را اثبات کنند، باید پیش از استیفای قصاص، سهم دیه گروه اول را حسب مورد به خود آنها یا به مرتکب بپردازند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	326	ماده 326- اگر شاکی علی رغم حصول لوث علیه متهم اقامه قسامه نکند و از او مطالبه قسامه کند و متهم درباره اصل جنایت یا خصوصیات آن، ادعای عدم علم کند‌، شاکی می‌تواند از وی مطالبه اتیان سوگند بر عدم علم نماید. اگر متهم بر عدم علم به اصل جنایت سوگند یاد کند، دعوی متوقف و وی بدون تأمین آزاد می‌‌شود و اگر سوگند متهم فقط بر عدم علم به خصوصیات جنایت باشد، دعوی فقط در مورد آن خصوصیات متوقف می‌‌گردد لکن اگر متهم از سوگند خوردن خودداری ورزد و شاکی بر علم داشتن او سوگند یاد کند، ادعای متهم به عدم علم رد می‌‌شود و شاکی حق دارد از متهم اقامه قسامه را درخواست نماید. در این صورت اگر متهم اقامه قسامه نکند به پرداخت دیه محکوم می‌‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	327	ماده 327- در صورتی که شاکی متعدد باشد، اقامه یک قسامه برای همه آنان کافی است لکن در صورت تعدد متهمان، برای برائت هر یک، اقامه قسامه مستقل لازم است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	328	ماده 328- در صورت تعدد متهمان، هر یک از آنها می‌‌تواند به نفع متهم دیگر، در قسامه شرکت کند.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	329	ماده 329- قسامه فقط نسبت به مقداری که لوث حاصل شده است، موجب اثبات می‌‌شود و اثبات خصوصیات جنایت از قبیل عمد، شبه‌عمد، خطا، مقدار جنایت و شرکت در ارتکاب جنایت یا انفراد در آن نیازمند حصول لوث در این خصوصیات است.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	330	ماده 330- اگر نسبت به خصوصیات جنایت لوث حاصل نشود یا سوگند خورندگان، بر آن خصوصیات سوگند یاد نکنند و فقط بر انتساب جنایت به مرتکب سوگند بخورند، اصل ارتکاب جنایت اثبات می‌شود و دیه تعلق می‌گیرد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	331	ماده 331- چنانچه اصل ارتکاب جنایت، با دلیلی به جز قسامه اثبات شود، خصوصیات آن در صورت حصول لوث در هر یک از آنها به‌وسیله قسامه قابل اثبات است مانند آنکه یکی از دو شاهد عادل، به اصل قتل و دیگری به قتل عمدی شهادت دهد که در این صورت اصل قتل با بینه اثبات می‌شود و در صورت لوث، عمدی بودن قتل با اقامه قسامه ثابت می‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	332	ماده 332- اگر لوث علیه دو یا چند نفر به شکل مردد حاصل شود، پس از تعیین مرتکب به وسیله مجنی‌ٌعلیه یا ولی دم و اقامه قسامه علیه او، وقوع جنایت اثبات می‌‌شود.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	333	ماده 333- اگر لوث علیه دو یا چند نفر به شکل مردد ثابت باشد و قسامه به همین گونه علیه آنان اقامه شود، جنایت بر عهده یکی از چند نفر، به صورت مردد اثبات می‌‌شود و قاضی از آنان می‌‌خواهد که بر برائت خود سوگند بخورند. اگر همگی از سوگند خوردن خودداری ورزند یا برخی از آنان سوگند یاد کنند و برخی نکنند، دیه بر ممتنعان ثابت می‌‌شود. اگر ممتنعان متعدد باشند، پرداخت دیه به نسبت مساوی میان آنان تقسیم می‌‌شود. اگر همه آنان بر برائت خود سوگند یاد کنند، در خصوص قتل، دیه از بیت‌المال پرداخت می‌شود و در غیرقتل، دیه به نسبت مساوی میان آنان تقسیم می‌‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	334	ماده 334- اگر لوث علیه دو یا چند نفر به شکل مردد ثابت باشد، چنانچه شاکی از آنان درخواست اقامه قسامه کند هر یک از آنان باید اقامه قسامه کند. در صورت خودداری همه یا برخی از آنان از اقامه قسامه، پرداخت دیه بر ممتنع ثابت می‌‌شود و در صورت تعدد ممتنعان، پرداخت دیه به نسبت مساوی میان آنان تقسیم می‌‌شود. اگر همگی اقامه قسامه کنند، در قتل، دیه از بیت‌المال پرداخت می‌‌گردد.
mojazat_eslami_92	قانون مجازات اسلامی مصوب ۱۳۹۲	کتاب سوم- قصاص	بخش اول- مواد عمومی	فصل چهارم- راه‌های اثبات جنایت	335	ماده 335- چنانچه لوث تنها علیه برخی از افراد حاصل شود و شاکی علیه افراد بیشتری ادعای مشارکت در ارتکاب جنایت را نماید، با قسامه‌، جنایت به مقدار ادعای مدعی، در موردی که لوث حاصل شده است اثبات می‌شود مانند آن که ولی دم مدعی مشارکت سه مرد در قتل عمدی مردی باشد و لوث فقط علیه مشارکت دو نفر از آنان باشد، پس از اقامه قسامه علیه آن دو نفر، حق قصاص علیه آن دو به مقدار سهم شان ثابت است. اگر ولی دم بخواهد هر دو نفر را قصاص کند، باید به سبب اقرار خود به اشتراک سه مرد، دو سوم دیه را به هر یک از قصاص شوندگان بپردازد. تبصره- رجوع شاکی از اقرارِ به شرکت افراد بیشتر پذیرفته نیست مگر این که از ابتداء، شرکت افراد بیشتر را به نحو تردید ذکر کرده باشد و کسانی که در قسامه اتیان سوگند کرده اند نیز شرکت افراد دیگر را در ارتکاب جنایت نفی کرده و بر ارتکاب قتل توسط افراد کمتر سوگند یاد کرده باشند.
